train_loss,val_loss,val_accuracy
0.6906299836495343,0.690407931804657,48.25
0.6807018448324764,0.6750191152095795,66.75
0.6733826188480153,0.6670375168323517,75.25
0.6621446749743294,0.6638866662979126,65.25
0.6524943428881028,0.6456308960914612,76.0
0.6382791014278636,0.6351914405822754,72.75
0.6261968542547787,0.6287747323513031,67.0
0.6117770847152261,0.6024967133998871,78.25
0.6019883225945866,0.595761626958847,72.5
0.5907896687002743,0.589168131351471,74.5
0.5703830158009249,0.5675475895404816,74.75
0.5561100787976209,0.546801894903183,79.25
0.5331368025611428,0.5340194702148438,77.5
0.5016020606545841,0.5245105028152466,78.0
0.49223749953157764,0.5400355160236359,71.0
0.4665397037478054,0.48728734254837036,79.5
0.4478171888519736,0.4695705473423004,81.75
0.43408505530918345,0.45489686727523804,83.75
0.40687044052516713,0.43892383575439453,83.75
0.3944684757905848,0.4239477068185806,87.0
0.37198305130004883,0.40936279296875,86.0
0.3485509490265566,0.39600056409835815,86.0
0.3370273481397068,0.4025013893842697,83.75
0.3233177469057195,0.375690221786499,87.25
0.2921011062229381,0.3590514659881592,90.25
0.2783411267925711,0.34755638241767883,90.25
0.27397355875548196,0.36820800602436066,83.5
0.2617750544758404,0.33973948657512665,88.25
0.2355605670634438,0.3490358740091324,84.75
0.2275448178543764,0.31719401478767395,88.25
0.22362346947193146,0.3197166472673416,89.25
0.215715914088137,0.30622540414333344,89.25
0.19574656206018784,0.29067736864089966,93.5
0.17677922459209666,0.2866836041212082,90.25
0.180836042498841,0.2949315011501312,88.0
0.1683120955439175,0.306271567940712,87.0
0.15812893211841583,0.2689339816570282,90.25
0.14378321915864944,0.27460533380508423,89.0
0.1360599790864131,0.2612086161971092,90.25
0.1291928891749943,0.28799809515476227,87.0


#END OF GRAPH
Reduced_DataSet: NO
filter_sizes=[2, 3, 4],
num_filters=[20, 20, 20],
Learning Rate = 0.1
Adam


Training complete! Best accuracy: 93.50%.
FINISHED TRAINING
EVALUATING
Average test loss: 0.5162, Accuracy: 0.7800
Precision: 0.8220, Recall: 0.8011, F1-score: 0.7786, AUC-ROC: 0.8011
Confusion Matrix: 
[[43  1]
 [21 35]]
Classification Report: 
              precision    recall  f1-score   support

           0       0.67      0.98      0.80        44
           1       0.97      0.62      0.76        56

    accuracy                           0.78       100
   macro avg       0.82      0.80      0.78       100
weighted avg       0.84      0.78      0.78       100
