train_loss,val_loss,val_accuracy
0.6928737899836372,0.6874203085899353,60.25
0.6875025174197029,0.6755516529083252,62.75
0.6786888592383441,0.6693983674049377,63.0
0.6721892146503224,0.6534524261951447,70.5
0.6655035965582904,0.644638866186142,70.75
0.6593019611695233,0.6394410133361816,73.0
0.6518086966346291,0.6262128949165344,73.0
0.6412985815721399,0.6175802946090698,75.5
0.6391318405375761,0.6064313054084778,74.25
0.6241271250388202,0.6012634932994843,78.5
0.6179123345543357,0.5849691331386566,79.75
0.6092255255755257,0.5750111639499664,80.0
0.5987458369311165,0.5639294683933258,80.0
0.5932231685694527,0.5534824728965759,80.0
0.5822195410728455,0.5424996018409729,80.0
0.5705409961588243,0.53244748711586,82.25
0.5636163564289317,0.5211707502603531,82.25
0.5504445521270528,0.510608434677124,81.0
0.5476716160774231,0.5002305954694748,82.25
0.5268023890607497,0.4900207370519638,82.25
0.5208744722254136,0.48051439225673676,82.25
0.5079514401800492,0.47254806756973267,83.5
0.4995734919519985,0.4651220291852951,82.25
0.48494292357388663,0.457967147231102,82.25
0.4784434840959661,0.4527890384197235,81.25
0.46723026212523966,0.44838930666446686,80.0
0.45424756057122173,0.444033220410347,80.25
0.4481937026276308,0.4413725435733795,82.5
0.4483606377068688,0.44508078694343567,78.75
0.431398868560791,0.43890367448329926,82.5
0.4238120650543886,0.4332471936941147,80.0
0.4205332380883834,0.4310315251350403,81.25
0.4092991106650409,0.4336695671081543,78.75
0.4144088573315564,0.4414014369249344,81.5
0.39650073121575746,0.4395933300256729,78.75
0.389180253533756,0.44008809328079224,81.5
0.38257453546804543,0.4411636143922806,77.75
0.38470201807863574,0.439324289560318,80.25
0.36712473104981813,0.4385373592376709,80.25
0.37146291487357197,0.4383346438407898,79.0




#END OF GRAPH
Reduced_DataSet: NO
Layers=1, Heads = 2
HiddenSize = 128
Learning Rate = 0.00001
Adam


Training complete! Best accuracy: 83.50%.
FINISHED TRAINING
EVALUATING
Average test loss: 0.4599, Accuracy: 0.8600
Precision: 0.8582, Recall: 0.8628, F1-score: 0.8591, AUC-ROC: 0.8628
Confusion Matrix: 
[[39  5]
 [ 9 47]]
Classification Report: 
              precision    recall  f1-score   support

           0       0.81      0.89      0.85        44
           1       0.90      0.84      0.87        56

    accuracy                           0.86       100
   macro avg       0.86      0.86      0.86       100
weighted avg       0.86      0.86      0.86       100
