train_loss,val_loss,val_accuracy
0.6940558061880224,0.6885949075222015,60.75
0.6872847676277161,0.69068843126297,53.75
0.6790292438338784,0.6777169406414032,66.25
0.672598263796638,0.6777143776416779,68.25
0.6637348041814917,0.670929878950119,70.5
0.6554534259964439,0.671484500169754,64.0
0.6431160218575421,0.6666820049285889,64.0
0.6345270030638751,0.6581255793571472,64.5
0.6195357582148384,0.64975905418396,71.25
0.6060778814203599,0.6476277410984039,65.75
0.5881292048622581,0.6278353631496429,74.75
0.5774752988534815,0.6106271743774414,80.5
0.5535037237055161,0.592442512512207,78.25
0.5382429799612831,0.5922597944736481,77.0
0.5249620220240425,0.5634125471115112,83.0
0.492841899394989,0.5391737222671509,77.0
0.4747711279812981,0.5272214859724045,84.25
0.45792612082817974,0.5108047127723694,85.0
0.4335782983723809,0.4875996857881546,85.0
0.41234084963798523,0.4708668291568756,86.25
0.39617376993684206,0.4605024605989456,88.5
0.3694349527359009,0.45715390145778656,88.5
0.3477221026140101,0.44074851274490356,88.5
0.338239394566592,0.4116860032081604,87.5
0.31311539867345023,0.423505574464798,88.5
0.2976866382009843,0.38086773455142975,88.5
0.27665730784921083,0.3886239528656006,88.5
0.266164053012343,0.35788051784038544,89.5
0.24942690922933466,0.35367657244205475,88.5
0.238408385830767,0.3485500365495682,88.5
0.23219863106222713,0.336161345243454,89.5
0.22375465228277094,0.32245294749736786,87.5
0.2090838034363354,0.3321257680654526,88.5
0.20670444737462437,0.3101714253425598,87.5
0.1824402703958399,0.3229076564311981,88.5
0.17481856486376593,0.3184867203235626,88.5
0.1679697549518417,0.302264541387558,89.5
0.1545044819221777,0.3035631999373436,89.5
0.14985609755796545,0.3056710958480835,88.5
0.13739903577986887,0.3016498237848282,89.5



#END OF GRAPH
Reduced_DataSet: NO
filter_sizes=[2, 3, 4],
num_filters=[20, 20, 20],
Learning Rate = 0.1
Adam


Training complete! Best accuracy: 89.50%.
FINISHED TRAINING
EVALUATING
Average test loss: 0.3885, Accuracy: 0.8300
Precision: 0.8312, Recall: 0.8300, F1-score: 0.8298, AUC-ROC: 0.8300
Confusion Matrix: 
[[43  7]
 [10 40]]
Classification Report: 
              precision    recall  f1-score   support

           0       0.81      0.86      0.83        50
           1       0.85      0.80      0.82        50

    accuracy                           0.83       100
   macro avg       0.83      0.83      0.83       100
weighted avg       0.83      0.83      0.83       100
