train_loss,val_loss,val_accuracy
0.6898219865911147,0.6843046545982361,61.0
0.6151701422298655,0.5250918567180634,82.5
0.45329658950076385,0.48268699645996094,83.25
0.4158193959909327,0.5297206491231918,78.5
0.44395872074015,0.5205495804548264,80.25
0.3750980671714334,0.46366454660892487,84.25
0.349596545976751,0.46234697103500366,85.25
0.34949785646270304,0.46817630529403687,84.25
0.33742499351501465,0.4780654311180115,83.0
0.3477517454063191,0.44762884080410004,85.5
0.3450932607931249,0.4730321317911148,83.25
0.3352518537465264,0.46589601039886475,84.75
0.33474768610561595,0.46587972342967987,84.75
0.3346751244629131,0.46586139500141144,84.75
0.3346034253344816,0.4646523743867874,84.75
0.3384053163668689,0.4658505469560623,84.75
0.33364635881255655,0.4780381768941879,83.5
0.3595425223602968,0.5246590077877045,78.0
0.35753042031736937,0.4868227243423462,82.25
0.3365073747494641,0.4594235271215439,83.5
0.32892999929540295,0.4604606628417969,85.5
0.32722851809333353,0.44841618835926056,85.75
0.3320407183731304,0.46169793605804443,84.5
0.32453255618319793,0.5106118619441986,79.0
0.3266447309185477,0.440255731344223,86.75
0.32619188112371106,0.44390909373760223,87.0
0.3233885572237127,0.44826072454452515,86.0
0.325598781599718,0.45181646943092346,86.0
0.32053591749247384,0.45803116261959076,86.0
0.32044336199760437,0.46266670525074005,83.75
0.32043158482102785,0.46296605467796326,83.75
0.3204132318496704,0.46304090321063995,83.75
0.3298201455789454,0.4630049914121628,83.75
0.32041049003601074,0.46300286054611206,83.75
0.3203912149457371,0.46302418410778046,83.75
0.3203931415782255,0.4631361961364746,83.75
0.32509558341082406,0.4630654454231262,83.75
0.32039254553177776,0.46294349431991577,83.75
0.3203749516431023,0.46285997331142426,83.75
0.3203738472040962,0.4628010541200638,83.75


#END OF GRAPH
Reduced_DataSet: NO
Layers=2, Bidirectional = True
Learning Rate = 0.001
HiddenSize = 128
Adam



Training complete! Best accuracy: 87.00%.
FINISHED TRAINING
EVALUATING
Average test loss: 0.4723, Accuracy: 0.8200
Precision: 0.8200, Recall: 0.8200, F1-score: 0.8200, AUC-ROC: 0.8200
Confusion Matrix: 
[[41  9]
 [ 9 41]]
Classification Report: 
              precision    recall  f1-score   support

           0       0.82      0.82      0.82        50
           1       0.82      0.82      0.82        50

    accuracy                           0.82       100
   macro avg       0.82      0.82      0.82       100
weighted avg       0.82      0.82      0.82       100
